Month,usg_apt,fg_apt,carrier,Total
1,DFW,CUN,AA,77017
1,JFK,CDG,AF,71533
1,JFK,LHR,BA,66740
1,ATL,CUN,DL,64934
1,MIA,PTY,CM,59704
1,JFK,SDQ,B6,59031
1,JFK,STI,B6,56843
1,JFK,DXB,EK,54094
1,LAX,GDL,Y4,51177
1,IAH,CUN,UA,49007
1,MIA,CUN,AA,48709
1,JFK,LHR,VS,48316
1,FLL,YUL,AC,47674
1,IAH,MEX,UA,43953
1,MCO,PTY,CM,42027
1,LAX,LHR,BA,41902
1,JFK,IST,TK,41896
1,MIA,SDQ,AA,41621
1,EWR,LHR,UA,40893
1,LAX,ICN,OZ,40569
1,MSP,CUN,DL,40355
1,FLL,YYZ,AC,40161
1,ATL,MEX,DL,39659
1,SFO,TPE,BR,39448
1,MIA,HAV,AA,38761
1,CLT,CUN,AA,38716
1,LAX,MNL,PR,38407
1,LAX,TPE,BR,38227
1,MIA,LHR,BA,37374
1,LAX,MEX,AM,36282
1,LAX,CDG,AF,35951
1,MIA,EZE,AA,35741
1,DFW,MEX,AA,35555
1,JFK,ICN,KE,35449
1,EWR,TLV,UA,35388
1,MIA,BOG,AV,35269
1,LAX,ICN,KE,35243
1,MIA,GRU,AA,35093
1,MIA,YYZ,AC,34562
1,MIA,NAS,AA,34539
1,MIA,MEX,AA,34420
1,DTW,AMS,DL,33920
1,DFW,SJD,AA,33715
1,LAX,YVR,AC,33678
1,MIA,GRU,JJ,33389
1,LAX,YYZ,AC,32941
1,EWR,CUN,UA,32531
1,DFW,LHR,AA,32264
1,JFK,DOH,QR,32156
1,JFK,CUN,B6,31867
1,MCO,VCP,AD,31761
1,JFK,LHR,AA,31724
1,ORD,CUN,UA,31635
1,SEA,YVR,OO,31460
1,DEN,CUN,UA,31446
1,ATL,MBJ,DL,30663
1,DTW,CUN,DL,30662
1,JFK,MEX,AM,30285
1,JFK,AUH,EY,30189
1,ORD,IST,TK,29855
1,MIA,SJO,AA,29754
1,ORD,CUN,AA,29639
1,ATL,AMS,DL,29549
1,FLL,VCP,AD,29303
1,ATL,GRU,DL,28973
1,ATL,AMS,KL,28964
1,CLT,MBJ,AA,28959
1,DFW,PVR,AA,28764
1,MIA,MAD,IB,28600
1,MCO,MEX,AM,28549
1,JFK,PTY,CM,28293
1,LGA,YYZ,QK,28176
1,MIA,LIM,AA,27978
1,JFK,STI,DL,27945
1,MIA,CDG,AF,27814
1,PHX,SJD,AA,27661
1,JFK,SDQ,DL,27590
1,LAX,SAL,TA,27565
1,MIA,MEX,AM,27406
1,IAH,GUA,UA,27055
1,LAX,SIN,SQ,26900
1,MIA,MBJ,AA,26810
1,LAX,IST,TK,26623
1,JFK,KIN,B6,26584
1,ATL,PUJ,DL,26455
1,JFK,BOG,AV,26426
1,SFO,YYZ,AC,26374
1,JFK,AUA,B6,26151
1,MIA,SCL,LA,26020
1,JFK,DUB,EI,25984
1,JFK,MAD,IB,25984
1,SFO,LHR,BA,25894
1,EWR,YTZ,PD,25865
1,ATL,CDG,DL,25796
1,DFW,GDL,AA,25742
1,IAD,SAL,TA,25742
1,EWR,LHR,BA,25683
1,JFK,MBJ,B6,25639
1,SFO,DXB,EK,25517
1,MIA,IST,TK,25443
1,LAX,LHR,VS,25363
1,MIA,GUA,AA,25342
1,JFK,AMS,DL,25295
1,JFK,CDG,DL,25240
1,IAD,ADD,ET,24972
1,PHL,CUN,AA,24888
1,SFO,YVR,AC,24887
1,MIA,LHR,AA,24770
1,IAD,FRA,UA,24693
1,ATL,NAS,DL,24669
1,SFO,SIN,UA,24556
1,LAX,DXB,EK,24531
1,FLL,SJO,NK,24447
1,CLT,PUJ,AA,24406
1,SFO,IST,TK,24182
1,JFK,HKG,CX,24133
1,SEA,ICN,DL,24123
1,MIA,LIM,LP,24021
1,HOU,CUN,WN,24001
1,IAD,DXB,EK,23889
1,LAX,SYD,QF,23869
1,IAD,IST,TK,23853
1,BOS,LHR,BA,23754
1,MIA,PUJ,AA,23750
1,LAX,HKG,CX,23710
1,LAX,PTY,CM,23529
1,ORD,LHR,BA,23440
1,LAX,AKL,NZ,23406
1,LAX,TPE,CI,23347
1,IAD,PTY,CM,23315
1,IAH,SAL,UA,23111
1,CLT,LHR,AA,23056
1,JFK,TLV,LY,23016
1,SFO,SYD,UA,22706
1,MIA,KIN,AA,22408
1,ORD,MEX,AM,22403
1,SFO,ICN,UA,22389
1,SFO,YVR,UA,22357
1,MIA,LIR,AA,22330
1,EWR,YYZ,YX,22260
1,MIA,MDE,AA,21964
1,MIA,LHR,VS,21940
1,MCO,YYZ,WS,21936
1,MCO,YYZ,AC,21816
1,SFO,LHR,UA,21678
1,IAH,LIR,UA,21486
1,JFK,AMS,KL,21403
1,ORD,AUH,EY,21347
1,MCO,LGW,BA,21216
1,SFO,MEX,UA,21185
1,IAH,LHR,UA,21162
1,EWR,FRA,UA,21158
1,EWR,SDQ,UA,21094
1,SFO,SIN,SQ,21086
1,MIA,BOG,AA,21085
1,EWR,PUJ,UA,20990
1,SFO,FRA,UA,20982
1,EWR,TLV,LY,20980
1,LAX,SYD,DL,20964
1,FLL,SDQ,NK,20825
1,EWR,STI,UA,20796
1,RSW,YYZ,RV,20738
1,ORD,FRA,UA,20694
1,IAD,DOH,QR,20669
1,GUM,ICN,7C,20616
1,IAD,LHR,BA,20501
1,GUM,ICN,KE,20486
1,FLL,KIN,B6,20470
1,ORD,DOH,QR,20410
1,IAD,CUN,UA,20386
1,SFO,DEL,AI,20295
1,IAH,DXB,EK,20288
1,SFO,MEX,AM,20285
1,JFK,CUN,DL,20052
1,SFO,CUN,UA,19999
1,EWR,SJO,UA,19990
1,ORD,DXB,EK,19973
1,JFK,CUN,AA,19938
1,LAX,HND,NH,19935
1,PHX,PVR,AA,19935
1,FLL,HAV,WN,19881
1,MIA,AUA,AA,19824
1,MIA,BGI,AA,19759
1,SEA,DOH,QR,19735
1,LAX,CUN,DL,19655
1,FLL,CUN,NK,19638
1,SFO,TPE,CI,19619
1,JFK,SIN,SQ,19532
1,SFO,TPE,UA,19524
1,JFK,FCO,AZ,19464
1,MCO,YYZ,RV,19454
1,IAH,PTY,UA,19447
1,ATL,DOH,QR,19362
1,JFK,LHR,DL,19278
1,MIA,CTG,AA,19266
1,HNL,YVR,AC,19255
1,DFW,BJX,AA,19207
1,FLL,YYZ,WS,19188
1,OAK,GDL,Y4,19182
1,MIA,EZE,AR,19170
1,IAH,SJD,UA,19160
1,LGA,YUL,QK,19115
1,LAX,LHR,AA,19071
1,ATL,YYZ,DL,19067
1,MIA,SAP,AA,19042
1,JFK,ZRH,LX,19034
1,MIA,FRA,LH,18920
1,SEA,TPE,BR,18907
1,MIA,SAL,AA,18870
1,IAH,SJO,UA,18866
1,BOS,DUB,EI,18839
1,TPA,YYZ,RV,18826
1,SFO,MNL,PR,18741
1,LAS,YYZ,RV,18737
1,CLT,NAS,AA,18722
1,LAX,FRA,LH,18717
1,ATL,ICN,KE,18655
1,IAH,DOH,QR,18640
1,DFW,SJO,AA,18596
1,MIA,DOH,QR,18578
1,PHX,YYC,WS,18509
1,MIA,CUR,AA,18486
1,MIA,SXM,AA,18447
1,MCO,YUL,RV,18414
1,DTW,ICN,DL,18402
1,MIA,MGA,TA,18401
1,JFK,DEL,AI,18355
1,MIA,CLO,AA,18315
1,SFO,DOH,QR,18298
1,MIA,UIO,AA,18266
1,JFK,PUJ,B6,18253
1,ORD,DEL,AI,18250
1,MSP,CDG,DL,18241
1,MIA,BZE,AA,18229
1,JFK,CAI,MS,18216
1,ATL,SCL,DL,18215
1,IAD,FRA,LH,18195
1,SJU,SDQ,B6,18123
1,DFW,LHR,BA,18115
1,MIA,GYE,AA,18109
1,ATL,LHR,DL,18088
1,LAS,LHR,BA,18063
1,LAS,YYC,WS,18017
1,BOS,DXB,EK,18001
1,IAD,CDG,AF,17972
1,SJC,GDL,Y4,17971
1,SFO,ICN,OZ,17959
1,HNL,ICN,KE,17939
1,JFK,SAL,TA,17937
1,SLC,CUN,DL,17917
1,LAX,CUN,UA,17883
1,CLT,YYZ,AA,17847
1,ORD,LHR,UA,17700
1,SFO,HKG,CX,17671
1,ATL,CDG,AF,17606
1,DFW,QRO,AA,17523
1,LAX,YVR,WS,17480
1,SFO,FRA,LH,17422
1,DFW,GUA,AA,17337
1,IAH,IST,TK,17307
1,DFW,MTY,AA,17247
1,DEN,YYC,UA,17243
1,IAD,LHR,UA,17225
1,SFO,SAL,TA,17195
1,CLT,PLS,AA,17167
1,IAH,PVR,UA,17135
1,MIA,XPL,AA,17123
1,JFK,MXP,EK,17112
1,EWR,BRU,UA,17103
1,LAX,YYC,WS,17058
1,JFK,FCO,DL,17038
1,DFW,DXB,EK,17035
1,DEN,SJD,UA,16995
1,MIA,ANU,AA,16981
1,LAX,NAN,FJ,16946
1,DFW,YVR,AA,16912
1,IAH,BOG,UA,16906
1,LAX,GDL,VB,16861
1,MSP,AMS,DL,16810
1,EWR,NRT,UA,16797
1,LAX,SJD,AS,16784
1,MIA,MAD,UX,16705
1,SEA,DXB,EK,16698
1,MCO,SDQ,NK,16661
1,DEN,YVR,UA,16654
1,DEN,MEX,AM,16646
1,FAT,GDL,Y4,16604
1,JFK,KWI,KU,16599
1,EWR,ATH,EK,16595
1,MIA,GIG,AA,16471
1,BOS,DOH,QR,16418
1,IAH,MEX,AM,16416
1,ORD,MEX,Y4,16415
1,PHL,DOH,QR,16393
1,JFK,ICN,OZ,16391
1,LAX,NRT,UA,16339
1,JFK,GRU,AA,16262
1,FLL,XPL,NK,16228
1,PHX,YYZ,RV,16209
1,ORD,SJD,AA,16146
1,ORD,FRA,LH,16131
1,IAD,BRU,UA,16088
1,MIA,PLS,AA,16082
1,ORD,DUB,EI,16058
1,DFW,DOH,QR,16000
1,BOS,SDQ,B6,15948
1,EWR,GRU,UA,15901
1,LAX,LIM,LP,15895
1,PSP,YYC,WS,15874
1,JFK,GRU,JJ,15835
1,ORD,YYZ,QK,15744
1,SMF,GDL,Y4,15624
1,JFK,TPE,BR,15611
1,FLL,CUN,B6,15573
1,LAX,AMS,KL,15572
1,IAH,GRU,UA,15548
1,PHX,SJD,WN,15544
1,MCO,CUN,NK,15542
1,SFO,CDG,AF,15533
1,DFW,IST,TK,15528
1,MIA,SCL,AA,15453
1,JFK,CMN,AT,15442
1,HNL,SYD,QF,15398
1,LAX,PPT,TN,15397
1,MIA,PTY,AA,15361
1,MIA,ZRH,LX,15325
1,JFK,TLV,DL,15324
1,BOS,AUA,B6,15267
1,JFK,EZE,AA,15262
1,HNL,YVR,WS,15211
1,HNL,ICN,OZ,15193
1,EWR,CDG,UA,15172
1,DFW,GRU,AA,15147
1,DFW,NRT,AA,15147
1,ATL,SJD,DL,15101
1,DFW,ICN,AA,15048
1,IAH,EZE,UA,15023
1,DFW,AKL,AA,14980
1,JFK,DOH,AA,14898
1,EWR,PTY,UA,14883
1,DTW,CDG,DL,14852
1,SFO,AKL,UA,14839
1,HNL,HND,JL,14787
1,EWR,MUC,LH,14733
1,EWR,LIS,TP,14712
1,MIA,GCM,AA,14645
1,JFK,NAS,B6,14605
1,SFO,HND,UA,14599
1,EWR,IST,TK,14595
1,LAX,SYD,AA,14571
1,SFO,ICN,KE,14549
1,MCO,FRA,4Y,14520
1,PHX,LHR,BA,14520
1,CLT,AUA,AA,14505
1,MIA,DXB,EK,14470
1,IAH,MTY,VB,14438
1,ORD,GRU,UA,14428
1,MIA,YYZ,AA,14402
1,MIA,LIS,TP,14400
1,PHL,MBJ,AA,14353
1,SAN,LHR,BA,14348
1,HOU,SJD,WN,14342
1,IAH,GDL,UA,14335
1,SEA,HND,DL,14319
1,EWR,YYZ,QK,14271
1,DFW,CUN,NK,14259
1,ATL,ICN,DL,14225
1,GUM,NRT,UA,14218
1,SLC,SJD,DL,14116
1,JFK,TLV,AA,14063
1,IAH,TPE,BR,14057
1,JFK,BGI,B6,14056
1,ORD,BRU,UA,14021
1,JFK,FRA,LH,13987
1,EWR,FRA,LH,13910
1,EWR,MEX,UA,13786
1,ATL,HND,DL,13773
1,SEA,AMS,DL,13764
1,SEA,CDG,DL,13748
1,DFW,EZE,AA,13726
1,PHL,LHR,BA,13629
1,BOS,YYZ,QK,13620
1,IAD,MUC,UA,13556
1,EWR,FCO,UA,13517
1,FLL,NAS,B6,13516
1,LAX,MEL,UA,13467
1,LGA,YYZ,9E,13465
1,MSP,CUN,SY,13447
1,EWR,AUA,UA,13442
1,MCO,AMS,DL,13438
1,SFO,NRT,UA,13429
1,OGG,YVR,AC,13412
1,EWR,DEL,UA,13387
1,IAH,FRA,UA,13387
1,IAH,NRT,UA,13385
1,JFK,MUC,LH,13342
1,BOS,MUC,LH,13299
1,LAX,DOH,QR,13231
1,IAD,ICN,KE,13225
1,JFK,DEL,AA,13161
1,MSP,ICN,DL,13156
1,SJU,PTY,CM,13156
1,MDW,MLM,Y4,13152
1,DFW,YYC,AA,13150
1,LAX,ZRH,LX,13148
1,IAH,LHR,BA,13127
1,EWR,MBJ,UA,13111
1,IAH,QRO,UA,13109
1,DFW,YYZ,AA,13087
1,ATL,EZE,DL,13038
1,LAX,YUL,AC,13031
1,LAX,BOG,AV,13007
1,MIA,POS,AA,13002
1,SFO,MEL,UA,13001
1,ORD,ADD,ET,12994
1,JFK,WAW,LO,12987
1,MCO,BSB,G3,12987
1,SLC,CDG,DL,12979
1,OGG,YVR,WS,12964
1,MIA,STI,AA,12949
1,MIA,BOG,LA,12942
1,JFK,SCL,LA,12938
1,IAD,AUH,EY,12872
1,LAX,NRT,SQ,12866
1,EWR,STI,B6,12848
1,ORD,YYZ,OO,12831
1,LAS,YUL,RV,12821
1,ORD,AMM,RJ,12818
1,ORD,GDL,Y4,12803
1,ORD,CDG,AF,12777
1,BOS,STI,B6,12743
1,IAH,BZE,UA,12734
1,LAX,MUC,LH,12725
1,LAS,YVR,WS,12689
1,LAX,NRT,JL,12674
1,JFK,MXP,DL,12644
1,ATL,LOS,DL,12632
1,PSP,YVR,WS,12614
1,BWI,PUJ,WN,12587
1,EWR,CPH,SK,12579
1,EWR,LIS,UA,12576
1,DEN,MUC,LH,12563
1,HNL,SYD,HA,12559
1,MCO,LHR,VS,12516
1,LAX,BNE,QF,12504
1,BWI,MBJ,WN,12471
1,BOS,AMS,DL,12459
1,ORD,LHR,AA,12451
1,DFW,SCL,AA,12434
1,LAX,HND,AA,12434
1,GUM,ICN,LJ,12408
1,ORD,MUC,LH,12373
1,SFO,TLV,UA,12364
1,SEA,SJD,AS,12362
1,JFK,GRU,DL,12345
1,LAX,HND,JL,12340
1,IAH,SYD,UA,12314
1,LAS,GDL,Y4,12310
1,MCO,DXB,EK,12264
1,MCO,MAN,VS,12263
1,CLT,GCM,AA,12251
1,MIA,FCO,AZ,12248
1,SFO,MUC,UA,12233
1,ATL,SJO,DL,12222
1,STL,CUN,F9,12219
1,DFW,CZM,AA,12217
1,LAX,SYD,UA,12210
1,ORD,MUC,UA,12209
1,HNL,NRT,NH,12192
1,JFK,MAD,DL,12168
1,ORD,CUN,F9,12160
1,ORD,PUJ,F9,12149
1,ATL,PTY,DL,12141
1,MCO,SJO,NK,12090
1,SLC,AMS,DL,12074
1,SFO,MUC,LH,12068
1,ORD,PUJ,UA,12066
1,ATL,LHR,VS,12061
1,BOS,IST,TK,12059
1,LAX,PVR,AS,12059
1,AUS,LHR,BA,12045
1,ORD,WAW,LO,12024
1,MIA,YUL,AC,12016
1,MIA,UVF,AA,11999
1,JFK,DUB,DL,11948
1,SFO,ZRH,LX,11937
1,PHL,AUA,AA,11931
1,DEN,FRA,LH,11845
1,EWR,BCN,UA,11824
1,ORD,ZRH,LX,11804
1,ORD,GDL,VB,11792
1,SFO,PVR,AS,11746
1,IAH,MTY,YV,11740
1,LAX,SJD,DL,11720
1,DFW,MBJ,AA,11714
1,DFW,CDG,AA,11708
1,ATL,BOG,DL,11694
1,JFK,LIS,DL,11687
1,LAS,MEX,AM,11679
1,BOS,FRA,LH,11667
1,PHL,PUJ,AA,11604
1,IAH,FRA,LH,11603
1,LAX,GDL,AM,11596
1,ATL,LIR,DL,11587
1,LAX,LIR,AS,11561
1,SEA,PVR,AS,11553
1,ATL,UIO,DL,11548
1,MIA,SKB,AA,11538
1,MIA,SNU,AA,11492
1,JFK,LGW,B6,11486
1,ORD,HND,UA,11477
1,IAD,CDG,UA,11465
1,JFK,BCN,DL,11427
1,MIA,POP,AA,11420
1,LGA,YYZ,WS,11395
1,LGA,YYZ,YX,11342
1,LAX,MEX,Y4,11321
1,JFK,BOG,DL,11317
1,SEA,GDL,Y4,11315
1,MIA,MDE,VH,11307
1,BOS,KEF,FI,11297
1,SPN,ICN,7C,11262
1,JFK,POS,B6,11261
1,ATL,IST,TK,11227
1,EWR,ZRH,LX,11222
1,DFW,FRA,AA,11220
1,JFK,HEL,AY,11173
1,ONT,GDL,Y4,11144
1,IAH,MEX,Y4,11128
1,IAH,CDG,AF,11102
1,SEA,YVR,QK,11078
1,ATL,FCO,DL,11075
1,LAX,MEX,VB,11066
1,IAD,SAL,N3,11032
1,SAT,MEX,5D,11028
1,ATL,GUA,DL,11015
1,PHX,CUN,AA,11014
1,DEN,FRA,UA,11008
1,BOS,LIS,TP,11007
1,EWR,JNB,UA,11004
1,IAD,ACC,UA,11003
1,EWR,DUB,UA,10961
1,HNL,HND,NH,10951
1,ATL,GIG,DL,10942
1,MDW,GDL,Y4,10941
1,BOS,ZRH,LX,10930
1,SFO,LHR,VS,10910
1,JFK,ACC,DL,10908
1,MSP,SJD,DL,10907
1,LAX,SJO,DL,10906
1,MSP,PVR,DL,10899
1,SJC,GDL,AS,10896
1,PHL,LHR,AA,10894
1,JFK,HND,JL,10869
1,MIA,HAV,09Q,10869
1,MIA,MAD,AA,10865
1,EWR,ORY,BF,10864
1,BOS,CDG,DL,10852
1,EWR,MAD,UA,10849
1,SEA,LHR,BA,10840
1,ORD,PVR,AA,10826
1,JFK,LGW,N0,10812
1,IAH,SCL,UA,10766
1,MIA,BCN,AA,10762
1,EWR,SDQ,B6,10741
1,ORD,NRT,NH,10735
1,MIA,TLV,AA,10720
1,JFK,CDG,AA,10706
1,DFW,BZE,AA,10699
1,SFO,NRT,JL,10677
1,FLL,MBJ,B6,10671
1,IAH,GIG,UA,10661
1,MCO,SJO,B6,10648
1,SFO,HND,NH,10645
1,SEA,CUN,DL,10636
1,JFK,MEX,DL,10627
1,SFO,NRT,NH,10621
1,JFK,BCN,AA,10595
1,DFW,MAD,AA,10578
1,CLT,FRA,AA,10577
1,SFO,DUB,EI,10571
1,SEA,CUN,AS,10566
1,MSP,PVR,SY,10563
1,BWI,CUN,WN,10558
1,ATL,CUN,F9,10542
1,BOS,CDG,AF,10538
1,MIA,MUC,LH,10538
1,DEN,CUN,F9,10536
1,IAH,GDL,Y4,10533
1,ATL,LIM,DL,10527
1,FLL,YUL,TS,10520
1,LAX,GDL,AS,10512
1,CLT,YUL,AA,10511
1,FLL,LIM,B6,10489
1,LAX,GUA,LR,10481
1,SFO,SJD,AS,10481
1,ORD,HND,JL,10477
1,ORD,MEX,VB,10476
1,FLL,MDE,NK,10472
1,ORD,MBJ,AA,10446
1,FLL,PUJ,NK,10437
1,GUM,PUS,LJ,10437
1,DTW,HND,DL,10424
1,JFK,MAD,AA,10403
1,ORD,DEL,UA,10401
1,BOS,PUJ,DL,10400
1,JFK,UVF,B6,10399
1,ATL,PVR,DL,10378
1,BOS,YTZ,PD,10357
1,IAD,JED,SV,10344
1,FLL,SAP,NK,10321
1,FLL,MGA,NK,10317
1,MIA,CDG,AA,10316
1,JFK,MXP,AA,10299
1,MDW,CUN,WN,10282
1,JFK,PLS,B6,10275
1,DEN,PVR,UA,10262
1,SFO,AMS,KL,10217
1,JFK,GEO,B6,10206
1,PDX,GDL,Y4,10199
1,LAX,NRT,NH,10192
1,DFW,HND,JL,10190
1,PHL,CUN,F9,10153
1,SFO,PTY,CM,10147
1,FLL,STI,NK,10123
1,LAX,CUN,AS,10122
1,SEA,ICN,OZ,10118
1,MIA,TLV,LY,10110
1,FLL,CLO,NK,10097
1,MSP,PUJ,DL,10091
1,RSW,YYZ,WS,10086
1,FLL,CAP,NK,10082
1,DEN,LHR,BA,10078
1,EWR,NAS,UA,10074
1,SFO,SJD,UA,10072
1,JFK,NAS,DL,10053
1,DFW,SLP,AA,10047
1,MCO,YYC,WS,10046
1,FLL,BOG,NK,10037
1,JFK,PUJ,DL,10028
1,ATL,AUA,DL,10027
1,ATL,YUL,9E,10026
1,DTW,FRA,LH,10025
1,IAH,YYC,WS,10019
1,LAX,LHR,UA,10018
1,EWR,AMS,UA,10008
1,DEN,LHR,UA,10006
1,JFK,GYE,B6,10003
1,LAS,MEX,VB,9996
1,JFK,AUA,DL,9992
1,EWR,YUL,QK,9979
1,BOS,CUN,DL,9950
1,ORD,MBJ,UA,9948
1,MCO,BOG,NK,9946
1,EWR,ARN,SK,9935
1,LAS,MEX,Y4,9929
1,LGA,YUL,9E,9926
1,SJU,MAD,IB,9913
1,SEA,ICN,KE,9902
1,MCO,MBJ,WN,9887
1,MCO,BOG,AV,9853
1,DFW,SYD,QF,9848
1,JFK,KEF,FI,9843
1,ORD,HND,NH,9825
1,LAS,YVR,AC,9817
1,JFK,GUA,B6,9814
1,IAD,PUJ,UA,9802
1,HNL,HND,HA,9800
1,JFK,HND,NH,9794
1,EWR,BER,UA,9787
1,FLL,CTG,NK,9787
1,LAX,SAL,N3,9770
1,LAX,CPH,SK,9759
1,HOU,SJO,WN,9753
1,DTW,PUJ,DL,9738
1,JFK,PUJ,AA,9715
1,EWR,PLS,UA,9709
1,BOS,AUA,DL,9700
1,DEN,YYZ,AC,9652
1,LGA,YYZ,AC,9627
1,PHL,MAD,AA,9624
1,LAX,NRT,ZG,9596
1,DFW,LIR,AA,9595
1,ORD,TPE,BR,9585
1,ORD,YUL,QK,9575
1,SFO,PVR,UA,9575
1,MIA,MDE,AV,9572
1,SEA,NRT,JL,9569
1,PHL,DUB,AA,9568
1,SMF,GDL,AM,9563
1,MSP,MBJ,DL,9550
1,LAX,PVR,DL,9547
1,ORD,ICN,KE,9530
1,HNL,NRT,JL,9520
1,HNL,ICN,HA,9510
1,JFK,MEX,VB,9481
1,JFK,SXM,DL,9472
1,ONT,TPE,CI,9448
1,BOS,CUN,B6,9423
1,IAH,AMS,UA,9423
1,PDX,AMS,DL,9421
1,ATL,FRA,DL,9410
1,IAH,LIM,UA,9410
1,SEA,IST,TK,9403
1,FLL,PUJ,WN,9394
1,LAX,PVR,AA,9368
1,ORD,MAD,IB,9368
1,SEA,KEF,FI,9366
1,DEN,MUC,UA,9360
1,LAS,LHR,VS,9359
1,PHL,FCO,AA,9348
1,ATL,SXM,DL,9340
1,IAH,SAP,UA,9339
1,PHL,YYZ,PT,9336
1,ATL,CPT,DL,9333
1,JFK,MAN,VS,9333
1,JFK,GND,B6,9331
1,BOS,NRT,JL,9330
1,LAX,GUA,Q6,9329
1,DCA,YYZ,QK,9325
1,EWR,CDG,AF,9325
1,JFK,LIR,B6,9314
1,DTW,MBJ,DL,9293
1,FLL,BAQ,NK,9287
1,ATL,YYZ,QK,9280
1,DFW,FRA,LH,9271
1,IAH,AKL,NZ,9254
1,CLT,SJO,AA,9247
1,LAX,MEL,QF,9234
1,JFK,MAN,EI,9232
1,MCO,CUN,F9,9228
1,CLT,SJD,AA,9224
1,TPA,LGW,BA,9193
1,SFO,AKL,NZ,9192
1,DTW,PVR,DL,9189
1,MIA,GND,AA,9181
1,ORD,CUN,NK,9162
1,BOS,YUL,QK,9159
1,OGG,YYC,WS,9151
1,BWI,CUN,F9,9141
1,ATL,JNB,DL,9137
1,EWR,DUB,EI,9134
1,MIA,BOG,4C,9118
1,FLL,YYZ,TS,9109
1,PHX,LHR,AA,9091
1,DFW,SAL,AA,9072
1,JFK,MBJ,AA,9061
1,DEN,CUN,WN,9052
1,IAH,MID,UA,9023
1,IAH,CZM,UA,9014
1,JFK,CTG,B6,9007
1,SAT,MTY,VB,9001
1,EWR,PUJ,B6,8996
1,ORD,PVR,UA,8979
1,MIA,BOG,NK,8973
1,ORD,PTY,CM,8968
1,LAX,HND,DL,8965
1,SEA,NRT,NH,8965
1,SLC,PVR,DL,8963
1,HOU,LIR,WN,8954
1,LAS,ICN,KE,8919
1,PHX,PVR,WN,8914
1,LAX,SJO,AS,8911
1,JFK,ZRH,DL,8897
1,FLL,MBJ,WN,8891
1,MCO,SDQ,B6,8879
1,MIA,BAQ,AA,8879
1,MIA,LIM,H8,8873
1,ATL,BZE,DL,8865
1,ATL,MUC,DL,8843
1,DFW,MTY,VB,8835
1,MIA,BSB,G3,8835
1,ATL,GCM,DL,8832
1,BWI,CUN,NK,8832
1,FLL,SJO,B6,8827
1,JFK,GVA,LX,8814
1,EWR,CUN,B6,8811
1,JFK,MBJ,DL,8807
1,SFO,CPH,SK,8795
1,LAX,YYZ,WS,8794
1,FLL,LIM,NK,8787
1,PDX,YVR,QK,8767
1,ORD,GDL,AM,8760
1,JFK,SJO,B6,8736
1,JFK,ANU,AA,8726
1,EWR,MXP,UA,8715
1,IAD,BOG,AV,8713
1,HOU,PVR,WN,8708
1,JFK,GEO,AA,8697
1,BOS,LHR,VS,8691
1,IAH,AMS,KL,8683
1,EWR,ZRH,UA,8678
1,JFK,POP,B6,8669
1,SAN,SJD,AS,8667
1,LAX,CDG,TN,8658
1,DTW,CUN,NK,8631
1,MSP,YWG,DL,8623
1,JFK,JED,SV,8602
1,PHL,CDG,AA,8590
1,EWR,VIE,OS,8589
1,ATL,YYC,WS,8578
1,JFK,PVR,B6,8578
1,EWR,YUL,YX,8569
1,ORD,CDG,UA,8552
1,AUS,CUN,AA,8540
1,EWR,SIN,SQ,8535
1,IAH,SAL,NK,8528
1,ORD,MEX,UA,8527
1,EWR,YVR,AC,8526
1,MIA,CZM,AA,8512
1,FLL,MBJ,NK,8498
1,JFK,BRU,SN,8487
1,FLL,HAV,B6,8486
1,MIA,PAP,AA,8486
1,FLL,GYE,NK,8475
1,MIA,GEO,AA,8465
1,CLT,MUC,LH,8455
1,MIA,POS,BW,8445
1,JFK,NBO,KQ,8435
1,HNL,KIX,HA,8424
1,EWR,BOG,UA,8418
1,STL,CUN,WN,8400
1,ATL,FRA,LH,8395
1,MIA,MDE,NK,8387
1,JFK,GCM,B6,8375
1,ORD,SJD,UA,8373
1,JFK,SXM,B6,8362
1,JFK,POS,BW,8357
1,SAT,GDL,Y4,8347
1,JFK,MDE,AV,8340
1,DFW,GDL,Y4,8339
1,ORD,CUN,WN,8325
1,CLT,MUC,AA,8324
1,ATL,SAL,DL,8316
1,LAX,SJD,AA,8290
1,IAH,MEX,VB,8289
1,LAX,PPT,AF,8284
1,TPA,HAV,WN,8271
1,MCO,AUA,WN,8269
1,LAX,TLV,LY,8267
1,PHX,CUN,WN,8250
1,MSP,LHR,DL,8246
1,SJU,PUJ,B6,8243
1,DTW,CDG,AF,8232
1,PHX,MEX,AA,8215
1,PHX,GDL,Y4,8212
1,JFK,BRU,DL,8150
1,EWR,KEF,FI,8146
1,MIA,MGA,AA,8146
1,GUM,MNL,UA,8144
1,PHL,CUN,NK,8144
1,IAH,MGA,UA,8125
1,FLL,KIN,NK,8115
1,FLL,GUA,NK,8105
1,ATL,UVF,DL,8102
1,CLT,SXM,AA,8072
1,SNA,SJD,WN,8044
1,HOU,BZE,WN,8029
1,IAD,CAI,MS,8013
1,DEN,YVR,QK,7999
1,MCO,MDE,NK,7989
1,FLL,GYE,B6,7984
1,EWR,GVA,UA,7959
1,FAT,GDL,AM,7953
1,IAD,DUB,EI,7953
1,FLL,NAS,WN,7950
1,JFK,MEX,AA,7949
1,ORD,AMS,KL,7945
