Month,usg_apt,fg_apt,carrier,Total
8,EWR,SNN,UA,10451
8,JFK,LGW,DL,10443
8,JFK,AUA,DL,10439
8,DFW,OAX,AA,10436
8,SEA,CUN,AS,10418
8,FLL,SAP,NK,10417
8,JFK,NAS,DL,10413
8,FLL,MBJ,WN,10407
8,SFO,MEL,UA,10407
8,MCO,DUB,EI,10388
8,HNL,SYD,QF,10383
8,JFK,BER,N0,10382
8,FLL,CAP,NK,10377
8,BOS,SNN,EI,10335
8,JFK,PUJ,AA,10316
8,ATL,PLS,DL,10308
8,ORD,ARN,SK,10304
8,JFK,CUN,AA,10302
8,ORD,HND,NH,10290
8,LAX,CUN,DL,10286
8,LAX,SJD,AA,10281
8,SFO,YVR,QK,10278
8,CLT,GCM,AA,10255
8,FLL,HAV,B6,10252
8,DFW,BZE,AA,10247
8,MIA,POP,AA,10230
8,ORD,CPH,SK,10219
8,PHX,PVR,AA,10202
8,MIA,UVF,AA,10200
8,ATL,AUA,DL,10196
8,ATL,YVR,WS,10183
8,PDX,GDL,Y4,10158
8,BDL,DUB,EI,10140
8,IAD,KEF,OG,10126
8,JFK,ANU,AA,10115
8,LAS,MEX,VB,10110
8,SFO,NRT,ZG,10108
8,EWR,YVR,UA,10085
8,SFO,FCO,AZ,10085
8,IAH,MBJ,UA,10083
8,MIA,ANU,AA,10071
8,SEA,NRT,JL,10070
8,HOU,SJO,WN,10066
8,JFK,GUA,B6,10064
8,LAX,MEX,DL,10050
8,JFK,GEO,AA,10049
8,BOS,NRT,JL,10035
8,ORD,YVR,AA,10033
8,SJC,NRT,ZG,10029
8,FLL,BOG,NK,10022
8,ATL,LIR,DL,10003
8,LAX,YVR,07Q,10003
8,MSP,KEF,DL,9995
8,EWR,YYC,AC,9993
8,LAX,CUN,AS,9978
8,BOS,PUJ,B6,9972
8,SJC,LHR,BA,9970
8,EWR,WAW,LO,9966
8,SFO,PPT,BF,9964
8,SFO,AKL,NZ,9955
8,MSP,CUN,DL,9946
8,DFW,ICN,KE,9937
8,MIA,SXM,AA,9936
8,JFK,MEX,AA,9931
8,SFO,BCN,IB,9895
8,SFO,SJD,AS,9892
8,BOS,BCN,IB,9888
8,SLC,CUN,DL,9878
8,ORD,PUJ,AA,9845
8,FLL,MGA,NK,9840
8,IAD,CMN,AT,9826
8,SFO,YYC,UA,9815
8,ATL,GDL,DL,9803
8,LAX,YEG,WS,9796
8,DFW,MTY,VB,9793
8,EWR,OPO,UA,9792
8,LAX,BCN,IB,9788
8,HNL,YVR,AC,9783
8,FLL,CLO,NK,9777
8,IAD,MAD,IB,9775
8,EWR,LIM,UA,9758
8,IAH,PVR,UA,9754
8,SAT,GDL,Y4,9744
8,HOU,MBJ,WN,9743
8,DTW,YYZ,9E,9738
8,BWI,CUN,F9,9729
8,IAD,EDI,UA,9719
8,ORD,YYC,AA,9705
8,MIA,GEO,AA,9691
8,JFK,MEX,VB,9679
8,ORD,HND,JL,9677
8,IAH,GDL,Y4,9675
8,DFW,GDL,Y4,9673
8,JFK,SNN,EI,9667
8,SEA,SJD,AS,9665
8,GUM,NRT,7C,9648
8,FLL,PAP,NK,9625
8,EWR,OPO,TP,9621
8,RDU,YYZ,QK,9614
8,MIA,BZE,AA,9613
8,LAX,MEX,VB,9604
8,LAX,GDL,AS,9589
8,FLL,KIN,NK,9582
8,PHL,DUB,EI,9569
8,MIA,GND,AA,9564
8,PHX,CUN,AA,9561
8,FLL,PUJ,NK,9558
8,EWR,MUC,UA,9548
8,MIA,LIM,H8,9541
8,MIA,POS,BW,9527
8,HNL,SYD,HA,9521
8,DFW,CUN,SY,9505
8,FLL,GYE,NK,9478
8,LAX,SJD,UA,9476
8,ORD,DUB,UA,9461
8,JFK,CTG,B6,9459
8,AUS,CUN,WN,9458
8,LGA,NAS,B6,9456
8,JFK,GEO,BW,9454
8,SEA,HND,NH,9442
8,MCO,SJO,NK,9437
8,IAH,UIO,UA,9422
8,FLL,BAQ,NK,9413
8,BOS,CUN,DL,9391
8,LAS,YUL,RV,9386
8,SNA,YVR,AC,9383
8,FLL,LIM,NK,9374
8,IAH,CUN,NK,9342
8,LAX,NRT,JL,9340
8,EWR,ZRH,UA,9324
8,JFK,LIR,B6,9323
8,CLT,MEX,AA,9309
8,DFW,CZM,AA,9291
8,FLL,LGW,Z0,9280
8,JFK,SJO,B6,9251
8,ANC,YVR,AC,9245
8,TPA,YYZ,RV,9227
8,ORD,MBJ,AA,9225
8,SFO,YVR,WS,9217
8,EWR,ARN,UA,9206
8,GUM,PUS,LJ,9206
8,LAX,YYC,AC,9205
8,BOS,AMS,KL,9195
8,IAD,ZRH,UA,9189
8,DTW,CUN,NK,9166
8,JFK,GCM,B6,9165
8,SFO,NRT,JL,9162
8,PIT,LHR,BA,9148
8,SFO,PTY,CM,9146
8,MIA,BAQ,AA,9130
8,TPA,FRA,4Y,9120
8,IAD,BOG,AV,9106
8,ORD,CUN,NK,9097
8,EWR,GVA,UA,9092
8,FLL,MDE,B6,9089
8,JFK,SAL,Q6,9088
8,DFW,LIR,AA,9064
8,LGA,YUL,YX,9057
8,JFK,KEF,DL,9054
8,EWR,BDA,UA,9046
8,SFO,PVG,UA,9042
8,JFK,YVR,B6,9039
8,SFO,YYZ,UA,9032
8,LAX,GRU,JJ,9014
8,MCO,BOG,4C,9010
8,MIA,CLO,AV,8977
8,SJC,GDL,AS,8974
8,FLL,PUJ,WN,8966
8,EWR,MBJ,B6,8948
8,MCO,PUJ,NK,8937
8,BOS,YVR,AC,8922
8,MIA,UIO,XL,8908
8,BOS,PTY,CM,8875
8,IAH,POS,UA,8870
8,MCO,MDE,NK,8862
8,IAH,QRO,YV,8850
8,SEA,CUN,DL,8850
8,SPN,ICN,OZ,8835
8,SFO,PPT,UA,8816
8,LAX,GUA,LR,8802
8,BOS,ATH,DL,8800
8,ORD,EDI,UA,8797
8,STL,CUN,F9,8794
8,LAX,SJO,AS,8791
8,MIA,PUJ,F9,8790
8,IAH,MEX,Y4,8774
8,IAD,CAI,MS,8763
8,ORD,KEF,UA,8748
8,PHX,MEX,AA,8711
8,JFK,MNL,PR,8705
8,DFW,SAL,AA,8696
8,EWR,PDL,UA,8693
8,IAD,GVA,UA,8693
8,EWR,DEL,AI,8686
8,EWR,SIN,SQ,8683
8,JFK,SXM,B6,8670
8,EWR,NCE,UA,8646
8,ORD,MEX,UA,8646
8,SFO,NAN,FJ,8641
8,IAH,YVR,AC,8624
8,MLB,LGW,BY,8622
8,ORD,ZRH,UA,8618
8,MIA,GCM,KX,8613
8,SAN,SJD,AS,8609
8,DEN,YEG,OO,8600
8,SLC,YYC,OO,8582
8,IAD,BRU,SN,8578
8,DTW,AMM,RJ,8569
8,LAS,ICN,KE,8553
8,PDX,YYC,WS,8548
8,SFO,BOM,AI,8538
8,PHX,YVR,AC,8535
8,MCO,PUJ,F9,8528
8,MCO,AUA,WN,8508
8,JFK,TAS,HY,8491
8,IAD,YUL,YV,8489
8,IAD,YYC,UA,8482
8,LGA,YYZ,WS,8463
8,IAD,MEX,UA,8459
8,IAH,SAL,TA,8448
8,ORD,HEL,AY,8444
8,DTW,YUL,9E,8422
8,ATL,MTY,DL,8412
8,ORD,YUL,OO,8408
8,FLL,UIO,B6,8400
8,JFK,YYC,WS,8396
8,SAN,YUL,AC,8394
8,FLL,GYE,B6,8391
8,SNA,SJD,WN,8357
8,GUM,MNL,PR,8356
8,ORD,KRK,LO,8355
8,PDX,KEF,FI,8355
8,BOS,YVR,B6,8350
8,FLL,NAS,WN,8347
8,JFK,YYZ,YX,8338
8,ATL,SXM,DL,8332
8,BOS,LHR,UA,8291
8,ATL,MBJ,F9,8279
8,FLL,SJO,B6,8270
8,BWI,KEF,FI,8235
8,MCO,NAS,B6,8210
8,SFO,YVR,OO,8188
8,DTW,YYZ,QK,8176
8,ATL,UVF,DL,8144
8,ATL,SAL,DL,8126
8,IAD,SAL,AV,8118
8,ORD,TLV,UA,8110
8,SAN,YVR,QK,8101
8,MLB,BHX,BY,8100
8,GUM,MNL,UA,8064
8,BNA,LHR,BA,8021
8,FLL,SAL,NK,7993
8,IAH,SLP,YV,7993
8,AUS,CUN,AA,7967
8,LAX,CUN,B6,7934
8,IAH,AGU,YV,7924
8,GUM,KIX,UA,7916
8,JFK,YYZ,QK,7905
8,DFW,SAL,TA,7901
8,JFK,OSL,N0,7893
8,MIA,BAQ,AV,7891
8,IAH,MEX,VB,7884
8,EWR,BOM,AI,7846
8,IAH,CZM,UA,7826
8,ORD,SJD,AA,7822
8,LAX,XMN,MF,7815
8,MIA,CTG,AV,7801
8,ORD,GDL,AM,7801
8,FLL,PAP,B6,7800
8,JFK,PDL,S4,7794
8,JFK,BDA,B6,7772
8,CLT,YUL,OH,7766
8,EWR,YQB,YX,7746
8,ORD,SNN,UA,7742
8,LGA,BDA,B6,7704
8,SLC,MEX,DL,7701
8,LAX,SJD,B6,7686
8,PHX,GDL,Y4,7671
8,PHL,YHZ,AA,7661
8,PHL,YUL,PT,7661
8,JFK,CDG,B6,7622
8,ATL,BZE,DL,7566
8,PHX,PVR,WN,7566
8,IAD,YTZ,PD,7561
8,ORD,YUL,AC,7553
8,DTW,MEX,DL,7551
8,ORD,CUN,F9,7541
8,IAD,YUL,QK,7515
8,IAH,SAL,NK,7514
8,IAH,MGA,UA,7504
8,ATL,SDQ,DL,7477
8,MDW,BJX,Y4,7470
8,BOS,BDA,B6,7455
8,DCA,YUL,QK,7444
8,IAH,MID,UA,7438
8,SAN,NRT,JL,7438
8,DEN,YVR,QK,7428
8,DFW,HEL,AY,7427
8,DEN,SJD,UA,7420
8,ORD,YUL,QK,7407
8,DFW,CUU,OO,7390
8,JFK,LGW,B6,7390
8,SLC,YVR,DL,7369
8,HOU,PVR,WN,7353
8,FLL,BOG,B6,7341
8,BNA,YYZ,RV,7340
8,SAT,MEX,Y4,7338
8,HNL,KIX,JL,7323
8,SJU,PUJ,F9,7310
8,TPA,HAV,WN,7281
8,IAH,YYZ,UA,7280
8,MDW,ZCL,Y4,7279
8,SFO,LGW,Z0,7279
8,DFW,EZE,AA,7270
8,DFW,YYZ,AC,7255
8,LAS,FRA,4Y,7255
8,IAH,QRO,UA,7254
8,LAX,PVR,B6,7239
8,BOS,LGW,B6,7204
8,LAS,FRA,DE,7179
8,MIA,HOG,AA,7145
8,BOS,CPH,SK,7128
8,MIA,YUL,AA,7126
8,AUS,YYZ,AC,7123
8,LAS,MTY,VB,7122
8,HNL,SYD,JQ,7106
8,SEA,YUL,AC,7100
8,MSP,AMS,KL,7099
8,JFK,ADD,ET,7090
8,MCO,SJO,B6,7076
8,PHL,CUN,F9,7068
8,DEN,YUL,AC,7050
8,BWI,YYZ,QK,7022
8,IAH,BJX,UA,7022
8,BOS,GRU,JJ,7013
8,MIA,RTB,AA,7001
8,SFO,GDL,AM,6956
8,CLT,BDA,AA,6933
8,ATL,KIN,DL,6930
8,SEA,YYC,QX,6922
8,MIA,PEI,AA,6920
8,SFO,MAD,IB,6914
8,BOS,LHR,B6,6897
8,MSP,MEX,DL,6877
8,MCO,GRU,JJ,6876
8,DFW,MLM,AA,6874
8,DFW,BOG,AA,6864
8,DEN,GDL,Y4,6829
8,LAX,PVR,DL,6823
8,SEA,YYJ,OO,6812
8,ATL,YUL,QK,6799
8,ORD,YVR,AC,6787
8,BOS,TLV,DL,6785
8,SAT,MEX,VB,6765
8,JFK,BDA,AA,6705
8,SLC,SJD,DL,6675
8,LAS,LGW,BA,6669
8,ATL,PVR,DL,6647
8,SFO,BLR,AI,6647
8,LAX,YVR,AA,6620
8,DCA,YYZ,OH,6607
8,DFW,AGU,OO,6601
8,FLL,YUL,TS,6601
8,SEA,SIN,SQ,6601
8,MIA,PAP,AA,6598
8,DFW,DGO,AA,6572
8,LAX,MEX,AA,6569
8,SMF,GDL,AM,6564
8,BOS,BOG,AV,6563
8,DFW,PVG,AA,6562
8,SLC,AMS,KL,6550
8,DFW,YUL,QK,6548
8,PDX,FRA,DE,6543
8,LAX,KIX,JL,6541
8,ATL,CPT,DL,6536
8,DTW,YYC,WS,6528
8,PHL,YUL,QK,6501
8,IAD,YVR,AC,6497
8,DFW,YUL,AA,6474
8,PDX,YYZ,AC,6470
8,ATL,STR,DL,6434
8,MSP,YEG,WS,6433
8,FLL,YYZ,TS,6424
8,MIA,CUN,F9,6397
8,EWR,YOW,PD,6392
8,EWR,CAI,MS,6386
8,ONT,SAL,TA,6384
8,JFK,CUR,B6,6347
8,EWR,DBV,UA,6322
8,STL,YYZ,QK,6317
8,LAS,PTY,CM,6300
8,DEN,CDG,AF,6297
8,MCO,BSB,G3,6286
8,FAT,GDL,AM,6283
8,FLL,CNF,AD,6280
8,LAX,MLM,Y4,6247
8,TPA,CUN,B6,6245
8,EWR,CPT,UA,6233
8,MIA,VRA,AA,6223
8,MIA,BSB,G3,6218
8,ATL,GCM,DL,6215
8,IAH,RTB,UA,6198
8,LAX,HEL,AY,6188
8,DFW,CUN,F9,6174
8,ATL,ADD,ET,6154
8,GUM,NGO,UA,6141
8,MSP,YUL,DL,6129
8,GUM,NRT,JL,6126
8,IAH,XPL,UA,6126
8,JFK,CTG,AV,6116
8,PHL,BDA,AA,6098
8,MIA,MID,AA,6096
8,SNA,PVR,WN,6093
8,CLE,YYZ,QK,6087
8,BOS,FRA,DE,6086
8,SEA,SJD,DL,6075
8,MIA,WAW,LO,6056
8,JFK,MTY,AA,6040
8,RNO,GDL,Y4,6016
8,CVG,LHR,BA,6013
8,FLL,PTY,CM,6006
8,OAK,MEX,Y4,6005
8,JFK,GDL,Y4,5970
8,MCO,REC,AD,5967
8,IAD,TLV,UA,5966
8,SFO,AKL,UA,5960
8,IAD,ACC,UA,5877
8,HNL,FUK,HA,5875
8,MCO,CUN,F9,5871
8,JFK,KIN,BW,5826
8,SFO,YVR,07Q,5816
8,MIA,CMW,AA,5814
8,MIA,CMN,AT,5804
8,LAX,CAN,CZ,5791
8,SFO,PVR,AS,5768
8,IAD,LFW,ET,5756
8,DFW,TRC,MQ,5740
8,BOS,YYC,WS,5734
8,LAX,ZCL,Y4,5728
8,MIA,GGT,MQ,5724
8,OAK,BJX,Y4,5718
8,PSP,YYC,WS,5718
8,AUS,AMS,KL,5706
8,MCO,MEX,Y4,5699
8,CLT,YYZ,QK,5685
8,MIA,MEX,Y4,5684
8,IAD,LOS,UA,5677
8,STL,CUN,WN,5664
8,IAD,CPT,UA,5662
8,JFK,YYZ,07Q,5661
8,LAX,SCL,LA,5658
8,BOS,TLV,LY,5649
8,IAD,AMM,UA,5638
8,SEA,HEL,AY,5632
8,IAD,DEL,AI,5627
8,BOS,MBJ,B6,5621
8,PHL,PUJ,NK,5614
8,DFW,MEX,Y4,5613
8,MCO,MBJ,NK,5575
8,JFK,EZE,AR,5573
8,RDU,KEF,FI,5514
8,OAK,MLM,Y4,5499
8,LAX,YUL,TS,5484
8,IAD,PLS,UA,5476
8,IAH,CUN,F9,5439
8,ORD,YYC,WS,5420
8,FLL,YYZ,WS,5404
8,MSY,SAP,NK,5403
8,DEN,YYC,WS,5394
8,IAH,GCM,UA,5380
8,LAX,YYC,Y9,5372
8,MSP,FRA,DE,5368
8,DTW,YUL,QK,5356
8,HNL,AKL,HA,5352
8,ORD,MTY,VB,5327
8,IAH,MAN,SQ,5324
8,ATL,SAP,DL,5319
8,CLE,DUB,EI,5317
8,CVG,YYZ,QK,5317
8,SAN,YYC,WS,5309
8,PHX,CUN,WN,5297
8,AUS,MEX,5D,5285
8,DFW,MEX,5D,5271
8,HNL,MEL,JQ,5265
8,JFK,DSS,DL,5260
8,MIA,SCU,AA,5237
8,PHX,GDL,AA,5236
8,OGG,YVR,WS,5223
8,MIA,BOG,LA,5221
8,LAX,OSL,N0,5216
8,OGG,YVR,AC,5195
8,SPN,PUS,7C,5188
8,CMH,YYZ,QK,5185
8,JFK,PVG,MU,5184
8,DTW,KEF,DL,5172
8,MDW,AGU,Y4,5171
8,HNL,AKL,NZ,5169
8,CVG,CDG,DL,5162
8,MCO,SDQ,F9,5137
8,MIA,FPO,MQ,5119
8,LAX,BJX,Y4,5107
8,HOU,BZE,WN,5092
8,JFK,MBJ,AA,5028
8,BWI,FRA,DE,5022
8,SLC,YYZ,DL,5022
8,DEN,MEX,Y4,5017
8,EWR,SAL,UA,5009
8,DFW,SCL,AA,4983
8,MCO,POS,BW,4977
8,SFO,BNE,UA,4971
8,IAH,SAP,NK,4970
8,TPA,PTY,CM,4966
8,LAX,GUA,DL,4958
8,JFK,ANU,B6,4946
8,MLB,NCL,BY,4940
8,BNA,YYC,WS,4931
8,JFK,PAP,B6,4930
8,RSW,FRA,4Y,4929
8,IND,YYZ,QK,4923
8,ORD,YUL,ZW,4906
8,ATL,DUS,DL,4901
8,DTW,MTY,5D,4887
8,MIA,YUL,TS,4882
8,JFK,AKL,QF,4872
8,ORD,PUJ,F9,4856
8,SLC,GDL,5D,4836
8,DFW,NAS,AA,4833
8,TPA,GCM,KX,4825
8,HNL,NGO,JL,4781
8,AUS,SJD,AA,4763
8,EWR,PMI,UA,4739
8,MCO,EDI,VS,4734
8,DTW,KEF,FI,4718
8,DFW,MEL,QF,4681
8,CLT,SJD,AA,4677
8,IAD,GUA,UA,4665
8,HOU,LIR,WN,4651
8,IAD,SAL,UA,4645
8,DEN,PTY,CM,4620
8,DFW,MID,AA,4604
8,LAX,SAL,DL,4599
8,PHX,FRA,DE,4585
8,SJU,SDQ,F9,4575
8,MCO,SAL,TA,4573
8,SJC,MLM,Y4,4543
8,LAX,SAL,UA,4541
8,ORD,AKL,NZ,4534
8,IAH,BJX,VB,4518
8,LAX,MEL,UA,4518
8,DCA,NAS,AA,4517
8,KOA,NRT,JL,4517
8,LAX,YEG,07Q,4517
8,ATL,PTY,CM,4515
8,DEN,SJD,WN,4510
8,IAH,MEX,5D,4509
8,BOS,SAL,TA,4487
8,MCO,YUL,TS,4486
8,JFK,AKL,NZ,4483
8,MIA,CZM,AA,4477
8,DFW,PUJ,AA,4475
8,PHL,NAS,AA,4466
8,IAH,YYZ,YV,4463
8,FLL,OSL,N0,4443
8,GUM,TKK,UA,4442
8,BWI,PTY,CM,4435
8,ANC,FRA,DE,4429
8,TPA,CUN,F9,4410
8,LAX,YWG,WS,4409
8,EWR,AGP,UA,4394
8,LAX,MTY,5D,4383
8,BOS,YHZ,QK,4382
8,EWR,YHZ,QK,4378
8,IAH,GDL,VB,4378
8,LAX,AGU,Y4,4367
8,SFO,SYD,QF,4363
8,IAH,BJX,YV,4357
8,SEA,PVG,DL,4343
8,IAH,VER,YV,4338
8,HNL,MAJ,UA,4333
8,PHX,MZT,MQ,4325
8,ORD,BJX,Y4,4318
8,SAN,YVR,WS,4316
8,JFK,YYZ,OO,4312
8,ORD,MTY,OO,4308
8,AUS,LHR,VS,4295
8,DFW,GCM,AA,4276
8,CLT,SJO,AA,4247
8,MCO,GDL,Y4,4229
8,MIA,MEX,5D,4222
8,MIA,SAP,N3,4215
8,RSW,YYZ,WS,4213
8,DTW,PVG,DL,4211
8,SFO,YEG,QK,4207
8,MIA,PEI,AV,4203
8,RSW,YYZ,RV,4201
8,SEA,YEG,QX,4201
8,PIT,YYZ,QK,4198
8,LAX,SJD,NK,4169
8,IAH,TAM,YV,4166
8,MCO,YYZ,TS,4161
8,FLL,REC,AD,4146
8,BNA,YYZ,WS,4136
8,MIA,MTY,MQ,4136
8,JFK,SAL,LR,4129
8,SMF,YYZ,AC,4119
8,FLL,PLS,WN,4113
8,ORD,YOW,YX,4110
8,EWR,GUA,UA,4096
8,FLL,AXM,NK,4077
8,JFK,GUA,LR,4065
8,MLB,GLA,BY,4058
8,BNA,CUN,WN,4056
8,IAD,AUA,UA,4053
8,OAK,SAL,N3,4045
8,LAX,PVR,AA,4033
8,AUS,PTY,CM,4032
8,DEN,PVR,WN,4014
8,CLT,SXM,AA,4009
8,PHL,MBJ,F9,3977
8,IAH,MLM,YV,3976
8,SNA,YVR,WS,3974
8,LAX,OAX,Y4,3960
8,FLL,GCM,WN,3959
8,BNA,YYZ,07Q,3943
8,EWR,TFS,UA,3941
8,PHL,MBJ,NK,3931
8,JFK,DSS,HC,3929
8,AUS,SJD,WN,3922
8,FLL,POS,BW,3920
8,DFW,YYZ,MQ,3913
8,MDW,PUJ,WN,3902
8,IAH,YUL,QK,3901
8,FAT,MLM,Y4,3891
8,FLL,NAS,WU,3887
8,JFK,BDA,DL,3887
8,FLL,CUN,WN,3844
8,SFO,YUL,TS,3807
8,MCO,YYC,WS,3806
8,IAD,YOW,YX,3779
8,IAD,SJO,LR,3761
8,JFK,PEI,AV,3761
8,FLL,BGA,NK,3745
8,DTW,YUL,OO,3742
8,MSP,YUL,QK,3732
8,IAD,YYC,WS,3727
8,FLL,BOG,AV,3722
8,SJU,EIS,3M,3714
8,LAS,SAL,TA,3701
8,ORD,CUN,WN,3700
8,MSY,LHR,BA,3688
8,IAH,SAL,N3,3685
8,MCO,YYZ,Y9,3684
8,IAD,GUA,LR,3681
8,MCO,MEX,5D,3680
8,HOU,CZM,WN,3678
8,ORD,YQB,MQ,3666
8,MCO,GUA,NK,3658
8,MCO,SAP,NK,3635
8,SAT,CUN,WN,3633
8,SMF,YVR,QK,3623
8,JFK,CLO,AV,3599
8,GUM,ROR,UA,3587
8,MIA,NAS,MQ,3583
8,JFK,YUL,QK,3573
8,IAH,NLU,5D,3540
8,MCO,NAS,F9,3540
8,MIA,SVD,AA,3538
8,MCO,MBJ,F9,3513
8,ANC,FRA,4Y,3510
8,EWR,HAV,YX,3503
8,LAX,MZT,AS,3481
8,SNA,YYC,WS,3436
8,SLC,FRA,4Y,3428
8,MIA,FOR,JJ,3421
8,EWR,ORY,B0,3413
8,MIA,SAL,TA,3406
8,LAX,GUA,UA,3370
8,IAH,XPL,NK,3368
8,PHX,HMO,OO,3367
8,JFK,GCM,KX,3351
8,CLT,UVF,AA,3317
8,DFW,PLS,AA,3311
8,ONT,SAL,N3,3282
8,FLL,AUA,NK,3281
8,MCO,MDE,AV,3277
8,BOS,YOW,PD,3233
8,FLL,BEL,AD,3226
8,AEX,SAP,09Q,3222
8,DFW,ZCL,MQ,3221
8,MCI,YYZ,QK,3217
8,EWR,YOW,QK,3183
8,GUM,PUS,7C,3181
8,LAX,PVR,NK,3180
8,FLL,YYZ,07Q,3175
8,FLL,SXM,NK,3172
8,SLC,YYZ,AC,3162
8,MDW,MBJ,WN,3121
8,SEA,YEG,WS,3105
8,MIA,MHH,MQ,3095
8,LAX,MTY,VB,3092
8,DEN,PVR,UA,3071
8,JFK,CAN,CZ,3071
8,IAH,GUA,NK,3060
8,LAX,SJO,DL,3058
8,FLL,ELH,3M,3039
8,LAX,PEK,CA,3002
8,LAS,YYC,Y9,2992
8,SJU,CUN,F9,2984
8,MSP,YXE,WS,2964
8,ORD,MLM,VB,2959
8,ORD,MLM,Y4,2945
8,MIA,GDL,Y4,2931
8,ORD,SJD,UA,2927
8,MSP,YVR,SY,2905
8,IAD,MBJ,UA,2897
8,MIA,ELH,MQ,2895
8,CLE,CUN,F9,2854
8,CLT,GDL,Y4,2851
8,TPA,YUL,AC,2846
8,RDU,YUL,QK,2840
8,PHX,MTY,MQ,2833
8,LAS,YWG,WS,2827
8,SMF,MEX,Y4,2803
8,IAH,HAV,YV,2800
8,PHL,YQB,PT,2800
8,ORD,YOW,G7,2797
8,EWR,PLS,UA,2793
8,MDW,DGO,Y4,2784
8,FAT,BJX,Y4,2783
8,MSY,YYZ,RV,2769
8,FLL,MHH,3M,2768
8,MIA,PTP,AF,2745
8,FLL,MAO,AD,2744
8,PDX,YVR,QX,2724
8,PHX,YUL,RV,2708
8,IAD,YOW,G7,2706
8,MSY,CUN,NK,2691
8,AUS,MTY,NK,2664
8,SEA,PVR,AS,2647
8,LAX,ZIH,AS,2644
8,FLL,GGT,3M,2620
8,MIA,BON,AA,2618
8,DEN,CUU,Y4,2614
8,SPN,NRT,UA,2613
8,EWR,GOT,SK,2607
8,SLC,PVR,DL,2598
8,DTW,YYZ,OO,2582
8,SMF,BJX,Y4,2577
8,PPG,APW,2OQ,2541
8,LAX,LTO,AS,2538
8,PSP,YVR,WS,2534
8,ATL,BDA,DL,2524
8,SJC,ZCL,Y4,2520
8,AUS,LIR,AA,2507
8,LAX,SZX,CA,2462
8,EWR,SJD,UA,2460
8,MIA,BGA,AV,2450
8,STL,PUJ,F9,2444
8,PHL,PUJ,F9,2440
8,JFK,PEK,CA,2432
8,ORD,MBJ,UA,2428
8,ATL,SDQ,F9,2423
8,JFK,SVD,BW,2416
8,MCO,BOG,NK,2398
8,TPA,YYZ,WS,2384
8,SJC,BJX,Y4,2366
8,MIA,SNU,09Q,2360
8,MIA,YVR,AC,2356
8,BNA,YVR,WS,2354
8,DCA,YOW,QK,2351
8,LAX,PVG,MU,2312
8,PIT,YUL,QK,2301
8,TPA,PUJ,F9,2296
8,IAH,OAX,YV,2286
8,ATL,PUJ,F9,2264
8,MCO,CTG,NK,2230
8,AUS,YYC,WS,2228
8,EWR,POP,UA,2206
8,CLE,PUJ,F9,2181
8,MCI,CUN,F9,2180
8,HRL,SAP,09Q,2174
8,TPA,SDQ,F9,2163
8,DFW,MBJ,F9,2143
8,MLB,BRS,BY,2141
8,ATL,SAL,F9,2140
8,OAK,TER,S4,2116
8,GUM,FUK,UA,2113
8,AUS,YVR,AC,2112
8,BOS,TER,S4,2106
8,LAX,LIR,B6,2100
8,MIA,AXA,MQ,2066
8,IAH,SJD,NK,2061
8,SAT,BJX,VB,2048
8,BDL,YYZ,QK,2027
8,MIA,PUJ,LA,2027
8,MIA,HAV,09Q,2020
8,SJU,STI,3M,1994
8,IAH,AUA,UA,1992
8,EWR,MXP,B0,1990
8,ORD,AUA,UA,1979
8,MIA,SJO,F9,1969
8,SJC,SJD,AS,1960
8,EWR,RZE,LO,1956
8,AUS,PVR,AA,1954
8,EWR,KRK,LO,1938
8,EWR,SXM,UA,1924
8,MIA,GUA,F9,1918
8,MIA,CMW,09Q,1894
8,ORD,PVR,UA,1849
8,SAN,PVR,AS,1791
8,HRL,GUA,09Q,1770
8,STL,MBJ,WN,1770
8,EWR,LIR,UA,1756
8,LAX,YYZ,Y9,1738
8,ATL,GGT,9E,1735
8,DFW,PUJ,SY,1725
8,IAH,PLS,UA,1698
8,MIA,MBJ,F9,1697
8,LAX,BZE,AS,1692
8,BWI,AUA,WN,1681
8,HNL,PPT,HA,1659
8,IAH,CUN,SY,1648
8,SJU,SBH,04Q,1643
8,IAH,PBC,YV,1628
8,MCI,CUN,WN,1625
8,MIA,SMR,AV,1612
8,MIA,DOM,MQ,1592
8,DFW,SJD,NK,1568
8,JFK,TAB,BW,1565
8,SAT,CUN,SY,1562
8,DFW,NAS,MQ,1544
8,SJU,PUJ,09Q,1542
8,IAH,SIN,SQ,1540
8,ATL,ELH,9E,1538
8,ATL,GUA,F9,1530
8,EWR,AAL,SK,1514
8,JFK,SXM,DL,1502
8,SEA,PVR,DL,1499
8,ORD,QRO,Y4,1497
8,MIA,FDF,MQ,1494
8,BNA,YUL,QK,1493
8,SJU,DOM,3M,1473
8,KEH,ZNA,KAH,1459
8,ATL,SJO,F9,1451
8,JFK,FNC,S4,1404
8,GUM,YAP,UA,1400
8,JFK,PLS,DL,1399
8,IAD,SXM,UA,1389
8,FLL,YQB,TS,1383
8,TPA,SNU,09Q,1381
8,SMF,SJD,WN,1380
8,CLT,GGT,MQ,1375
8,LAX,CUN,AA,1368
8,SJC,PVR,AS,1350
8,EWR,GCM,UA,1349
8,RDU,CUN,B6,1346
8,EWR,ANU,UA,1329
8,DEN,LIR,UA,1327
8,PIT,PUJ,G4,1324
8,FLL,NSB,2LQ,1320
8,CLT,LIR,AA,1313
